tweet,country_code,geo_location,bounding_box,screen_name,favourites_count,followers_count,statuses_count,friends_count,listed_count,user_described_location,created_at,utc_offset
"2. #Maddow #RobertMueller laid out a clear road map for #Congress &amp; the American People, in the #MuellerReport. #Mueller complained that #BarrLetter did not capture ‘context’ of #TrumpRussia probe, via letter &amp; phone call @DevlinBarrett @mattzap https://t.co/tPdZerK96M",CA,"Vancouver, British Columbia","[[[-123.224215, 49.19854], [-123.022947, 49.19854], [-123.022947, 49.316738], [-123.224215, 49.316738]]]",MissMyrtle2,73682,14538,76925,14406,258,"Vancouver, British Columbia is located on the traditional, ancestral & unceded territory of the Musqueam, Squamish & Tsleil-Waututh peoples.",Wed May 01 01:29:00 +0000 2019,
"#RobertMueller laid out a clear and unequivocal road map for #Congress &amp; the American People, in the #MuellerReport. #Mueller complained that #BarrLetter did not capture ‘context’ of #TrumpRussia probe, via letter &amp; phone call https://t.co/tPdZerK96M",CA,"Vancouver, British Columbia","[[[-123.224215, 49.19854], [-123.022947, 49.19854], [-123.022947, 49.316738], [-123.224215, 49.316738]]]",MissMyrtle2,73682,14538,76925,14406,258,"Vancouver, British Columbia is located on the traditional, ancestral & unceded territory of the Musqueam, Squamish & Tsleil-Waututh peoples.",Wed May 01 00:42:04 +0000 2019,
There’s was a new voice on the Hill today! Thanks for reminding #Congress to #ThinkBabies! #StrollingThunder https://t.co/kEvMOBdmge,US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",ZEROTOTHREE,24642,25882,17291,1939,470,"Washington, DC",Wed May 01 00:19:32 +0000 2019,
"Tell #Congress, support the Child Care for Working Families Act so that every #family who needs it has access to quality, affordable #childcare. #ThinkBabiesAndAct https://t.co/7K3xKZ7vhn",US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",ZEROTOTHREE,24642,25882,17291,1939,470,"Washington, DC",Tue Apr 30 23:54:15 +0000 2019,
"Tell #Congress, boost investments in #EarlyHeadStart to give babies and toddlers in poverty the comprehensive services they need for a stronger start in life! #ThinkBabiesAndAct https://t.co/7K3xKZ7vhn",US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",ZEROTOTHREE,24642,25882,17291,1939,470,"Washington, DC",Tue Apr 30 23:34:21 +0000 2019,
"@IlhanMN Will #Congress be using the same?
@IlhanMN @Ilhan 
#MedicareForAll",US,"Daytona Beach, FL","[[[-81.133668, 29.127565], [-81.003444, 29.127565], [-81.003444, 29.2528814], [-81.133668, 29.2528814]]]",lp5150,16619,1173,8825,1861,1,"Daytona Beach, FL",Tue Apr 30 22:43:02 +0000 2019,
@washingtonpost Threatening war against #Cuba by beginning a “full and complete embargo” which is an act of war shows a #hysterical and #weak @realDonaldTrump #Congress take control of this NOW!,US,"Tysons Corner, VA","[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]",haldonahue,68111,12617,200340,12738,288,"Scranton, PA, USA",Tue Apr 30 21:43:46 +0000 2019,
"So, WH is refusing subpoenas, @RepLujan If u hold them in criminal contempt, prosecution is referred to US office for DC, which is within the US DOJ, which is lead by who?  AG Barr who will REFUSE to prosecute!  So, #Congress only option is to start IMPEACHMENT proceedings now!",US,"San Diego, CA","[[[-117.282538, 32.53962], [-116.9274403, 32.53962], [-116.9274403, 33.0804044], [-117.282538, 33.0804044]]]",my2cnz,6113,1293,70076,2041,90,"San Diego, CA",Tue Apr 30 21:39:12 +0000 2019,
"Now @GOPChairwoman is blaming #Congress when @realDonaldTrump signed an unbalanced budget.  This President folded, Chairwoman.  #GOPFailedUs",US,"Florida, USA","[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]",EccentricSean,12930,482,12821,2602,23,"Orlando, FL",Tue Apr 30 20:43:48 +0000 2019,
"Further, the @POTUS44 slump came from @HouseGOP too.  Power belongs to #Congress, not @POTUS.",US,"Florida, USA","[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]",EccentricSean,12930,482,12821,2602,23,"Orlando, FL",Tue Apr 30 20:41:38 +0000 2019,
"Bi-partisan bills have been introduced in both the House and Senate to raise the age to purchase tobacco products nationwide to 21.  

#T21 #Tobacco21 #Smoking #Health #Legislation #Tobacco #Congress 

https://t.co/inFHtTtS0P",US,"Elk Grove Village, IL","[[[-88.0605, 41.9833749], [-87.935116, 41.9833749], [-87.935116, 42.040488], [-88.0605, 42.040488]]]",scottsaxe,239,1497,4011,1660,56,"Chicago, IL",Tue Apr 30 20:40:37 +0000 2019,
@realDonaldTrump Yet @realDonaldTrump tries to block #Congress from doing its #Constitution duty to monitor #POTUS45 It appears #DerangedDonald is a far greater threat to the #UnitedStates than #Venezuela,US,"Tysons Corner, VA","[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]",haldonahue,68111,12617,200340,12738,288,"Scranton, PA, USA",Tue Apr 30 19:40:12 +0000 2019,
"However we all know Ayurveda enjoys state patronage under law. What shall be the #Congress party's stand in conserving this heritage system, in the right scientific way rather than this absolute farcical propagation which even hurts the country's image in scientific community!",IN,"Madhya Pradesh, India","[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]",drnitinchaube,2728,210,7236,285,0,Singrauli,Tue Apr 30 19:20:23 +0000 2019,
"***Yes, #Congress must take a strong legal stand against #Trumps corruption (criminal obstruction) still happening everyday!*** https://t.co/KVlsDjEQ8U",US,"Georgia, USA","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]",ExrjmcCarr,9636,2787,18159,5005,205,"Fayetteville, Georgia",Tue Apr 30 19:06:30 +0000 2019,
BJP is loosing #Elections2019 .. they have raised issue regarding citizenship of @RahulGandhi which was already sorted out 5 years back .. means BJP is loosing surely #congress @INCIndia @INCRajasthan @rij79,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",aakashjhanjhari,585,31,961,321,0,"Mumbai, India",Tue Apr 30 18:43:21 +0000 2019,
"#Congress did it again, Liars will be liars. 
@RahulGandhi promised farmers of #MadhyaPradesh to waive there loans and such huge amount was waived off. 
WOW @OfficeOfKNath did such a big favour to the farmers. 
#ManiLand #AayegaToModiHi #AbKiBaarModiSarkar #DynastyMuktBharat https://t.co/eU0r40gFus",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",iabhishektyagi,15,1166,4671,148,18,India,Tue Apr 30 18:25:40 +0000 2019,
"Note to all #politicians, especially @HouseDemocrats &amp; @HouseGOP in #congress. Your staff get you through each day and make you look good. Recognize them, tell their stories, and watch your office brand rise. It doesn’t always need to be about you. https://t.co/roHfhAsxGG",US,"San Diego, CA","[[[-117.282538, 32.53962], [-116.9274403, 32.53962], [-116.9274403, 33.0804044], [-117.282538, 33.0804044]]]",bjones2728,2054,299,516,239,19,San Diego,Tue Apr 30 18:19:33 +0000 2019,
"सारे ही मंदबुद्धि हैं इनसे और क्या अपेक्षा रखेगा कोई।
Congress needs to get reformed and think beyond Nehru n Gandhi otherwise there is no hope for the party in next decade and that's not good even for the country.
@INCIndia
@RahulGandhi 
@priyankagandhi 
#congress 
#BJP https://t.co/jY3YhBjrdm",IN,"Ghaziabad, India","[[[77.20469, 28.620877], [77.641989, 28.620877], [77.641989, 28.926259], [77.20469, 28.926259]]]",prabhatmittal,1074,292,629,179,1,"Indira Puram, Ghaziabad",Tue Apr 30 18:02:24 +0000 2019,
"#Handsoff @IlhanMN 
 The life of a member of the United States #Congress is being threatened by emboldened nationalists and white supremacists, due to the blatant hate and disdain for the unity we are seeing around our country. We must show @AyannaPressley &amp; @ninaturner support✌ https://t.co/SCAQWNCDqW",US,"Los Angeles, CA","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]",SeabassMontoya,2666,929,10445,1276,31,"LA, Miami, Colombia",Tue Apr 30 17:59:56 +0000 2019,
Our org is #UniteBlue to the core. We started https://t.co/wJGRhIfPQs to help #Progressive #Democrats run for #Congress. We helped over 30 in 2018 &amp; plan to continue 2020. In many cases we help pay for fundraising ads. Please don’t live in a Bernie v Hillary world. 🇺🇸💙#Resist,US,"San Francisco, CA","[[[-122.514926, 37.708075], [-122.357031, 37.708075], [-122.357031, 37.833238], [-122.514926, 37.833238]]]",OurProgressive,12233,19305,20128,15404,11,"San Francisco, CA",Tue Apr 30 17:44:07 +0000 2019,
#INLD &amp; #JJP s loss in #Mewat belt is Congress’S gain in #Haryana... INLD current MLA #NaseemAhmad &amp; former Haryana minister &amp; current JJP member #Mohammadiliyaas joined #Congress... This would strengthen #AjayYadav position against #RaoInderjeet in the current #LokSabha2019,IN,"Noida, India","[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]",THE_BRAHMASTRA,27,44,457,128,0,India,Tue Apr 30 17:21:03 +0000 2019,
"@RepKirkpatrick @azdemparty @RepSpeier @RepMaloney @PattyArquette Finally, and thank God. This is what we sent you to #Congress to do. That, and oversight. Your respect for the #RuleOfLaw . https://t.co/JF8jCGorVl",US,"Tucson, AZ","[[[-111.083219, 32.057802], [-110.747928, 32.057802], [-110.747928, 32.320979], [-111.083219, 32.320979]]]",FemWhoVotes,101274,2148,14839,4502,8,Here. Now.,Tue Apr 30 16:30:45 +0000 2019,
"A vote For #MamataBanerjee is a vote for Decimation of #Bengal ..In 8yrs of her rule state slipped many centuries backward...Imagine if CPM regime not created the sectorV, the only job hub of the state,.,So #CPM #BJP #Congress vote for anyone of them but not 'HER' and #SaveBengal",IN,"Perambur Purasavakam, India","[[[80.1934237, 13.080055], [80.2724855, 13.080055], [80.2724855, 13.1293472], [80.1934237, 13.1293472]]]",BANGLARMAATI,102,200,13968,0,4,"Raheja  Vihar, Powai, Mumbai",Tue Apr 30 15:27:48 +0000 2019,
#Congress president #RahulGandhi &amp; his lawyer Abhishek manu singhvi trying to become over smart and repeatedly making fool the hon. Supreme court besides wasting it's important time by not apologising.. https://t.co/U04p2AMpPy,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",vinod_bansal,7099,10733,9334,1152,31,New Delhi,Tue Apr 30 14:54:12 +0000 2019,
"#TuesdayThoughts #TuesdayMotivation

2000 Yrs. Ago #Jesus Told #Americans Why #Corrupt #DonaldTrump Fights #Congress' Inquiries!

""For Everyone Doing Evil Hates the Light and Does Not Come to the Light, So That his Works May Not Be Exposed"" (John 3:20)  

.https://t.co/B5dadEdgDr",US,"Houston, TX","[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]]",RealSeek,41,109,6763,31,30,,Tue Apr 30 14:49:39 +0000 2019,
@DJTsavesAmerica @deanbc1 @Crunk5454 @TexasBob53 Can you people EVER stop w this Hillary stuff? There is plenty of CURRENT BS going on that needs to be handled before y'all re-hash #Benghazi. Two years should have been plenty &amp; at least SHE appeared befor #Congress unlike this weak-ass fraidy-cat &amp; #LiarInChief geezes,US,"Burbank, CA","[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]",jimnburbank,13098,454,18655,713,4,sheppardjim11@aol.com,Tue Apr 30 14:40:27 +0000 2019,
"Mr. Sam Le, an Attorney Advisor with @SBAgov's Office of General Council, delivers #SmallBusiness legislative and regulatory updates. #SBTW19 #SmallBiz #FederalContracting #FedBizOpps #Congress https://t.co/8IlpafLfaa",US,St. Louis Union Station Hotel- A DoubleTree by Hilton,"[[[-90.20804782015243, 38.6289928856927], [-90.20804782015243, 38.6289928856927], [-90.20804782015243, 38.6289928856927], [-90.20804782015243, 38.6289928856927]]]",BusinessDefense,594,1275,2621,104,32,"Washington, DC",Tue Apr 30 14:39:42 +0000 2019,
"This Suits her #DivyaSpandana #Ramya #Hitler #congress #NarendraModi 
@divyaspandana https://t.co/i0QyuWrAJe",IN,"Tumkur, India","[[[76.9665846, 13.1123071], [77.3117578, 13.1123071], [77.3117578, 13.5485046], [76.9665846, 13.5485046]]]",naveenrawath,606,131,1429,355,2,"Tumkur, INDIA",Tue Apr 30 14:38:21 +0000 2019,
"😂🤣😂
Today i understood Avenger story without watching a single episode. 

https://t.co/miNRcSDC3b

#NamoAgain 
#Congress",IN,"Roorkee, India","[[[77.714337, 29.54025], [78.121338, 29.54025], [78.121338, 30.245484], [77.714337, 30.245484]]]",URBANILLITERATE,1508,295,2333,984,2,"Moradabad, India",Tue Apr 30 14:15:31 +0000 2019,
"@Lindsey_Boylan is an amazing friend, a fierce activist, and has proven her experience to not just write progressive policies for every day #NewYorkers, but to implement it. can't wait to have her represent me, and #NY10 in #Congress!

#LindseyBoylanForCongress #GirlPower https://t.co/1p3tkCa2Yb",US,"New York, NY","[[[-74.255641, 40.495865], [-73.699793, 40.495865], [-73.699793, 40.91533], [-74.255641, 40.91533]]]",AbbyChavaStein,9786,3200,4795,192,21,"New York, NY",Tue Apr 30 14:09:43 +0000 2019,
"Salute to Modi ji for Converting #झोपड़ी into #मकान ....of ur गोद लिए गांव
But what about other person from other ...specially from ur party...I think no one did this...so first try to fulfill these types of promise by ur own party leaders....Like you completed

#bjp #congress https://t.co/g0lRpI8yLF",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",baba3vedi,4009,258,5544,166,5,"New Delhi, India",Tue Apr 30 14:05:21 +0000 2019,
This is shameful act by @priyankagandhi #Congress #2019Elections https://t.co/KFm2cniPPa,IN,"Karnataka, India","[[[74.050963, 11.582378], [78.588295, 11.582378], [78.588295, 18.476736], [74.050963, 18.476736]]]",PrabhuAlur,58,421,12887,256,19,India,Tue Apr 30 13:56:40 +0000 2019,
Today's the day! Families from across the country are at #StrollingThunder reminding #Congress to #ThinkBabies! We’re proud to partner with @ZEROTOTHREE to make the potential of every baby a national priority. Rally @ East Lawn of the Capitol @ noon! https://t.co/uAUPjjPoH0,US,"Capitol Hill, Washington","[[[-77.0152553, 38.8773146], [-76.985432, 38.8773146], [-76.985432, 38.8973988], [-77.0152553, 38.8973988]]]",CarrieECE,697,266,345,887,4,,Tue Apr 30 13:34:38 +0000 2019,
"#PowaySynagogue: another #AK15, another #hatecrime, another #massshooting  at a #houseofworkship. When will #Congress stand up against the #NRA #GunViolence ? Stand up for #CommonSenseGunLaws? https://t.co/fBhc4NEIEG",US,"Poway, CA","[[[-117.0843043, 32.927402], [-116.985751, 32.927402], [-116.985751, 33.0431786], [-117.0843043, 33.0431786]]]",jeanquan,1079,8462,4709,1881,369,"Oakland, CA",Tue Apr 30 13:21:11 +0000 2019,
"Accusing the #BJP-led government of ""wrecking"" India's economy, the #Congress on Tuesday claimed that public debt increased by over ₹30 lakh crore in 57 months of the #ModiGovt, pushing the nation into an ""unending debt cycle"" https://t.co/ydQuvgoZnZ",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",suniltg2,380,799,439,1318,6,"Kerala, India..09846418036",Tue Apr 30 13:20:10 +0000 2019,
Crores of people have voted but ink fisappearance allegations have come only from #Congress Pidis like @JhaSanjay @FarahKhanAli . Wonder why? #LokSabhaElections2019,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",jitengajaria,931,11168,69092,1142,129,India,Tue Apr 30 13:12:11 +0000 2019,
"Besides #Congress almost entire #Left, Progressive and liberal forces have rallied round #DigvijayaSingh backing his fight against #PragyaThakur https://t.co/cbHUYeAB0R",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",suniltg2,380,799,439,1318,6,"Kerala, India..09846418036",Tue Apr 30 12:54:29 +0000 2019,
"Proud to co-author this op-ed with a friend &amp; a #Jewish leader, @NaomiLevinNY - We are calling on #Congress to act by funding Holocaust education! Thank you @IsraelHayomEng for publishing our call to action! 

#Antisemitism #Holocaust #ActNow 

https://t.co/aAaxchnPAB",US,"Brooklyn, NY","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]",realBryanLeib,13683,1584,12287,2525,58,"New York, NY",Tue Apr 30 12:04:15 +0000 2019,
"A British citizen called @RahulGandhi wants to be our #PrimeMinister. Back to #BritishRaj or what!
#Backops #Congress @BJP4India
#LokSabhaElections2019 https://t.co/bgLRqorFgT",IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",sanjayraina,4320,28908,9358,310,45,"Gurgaon, India",Tue Apr 30 09:04:02 +0000 2019,
#JeetegaToModiHi #IndiaElects #2019Elections #Congress #RahulForBehtarBharat #HogiCongressKiJeet who will be the prime minister of India after 2019 elections?,IN,"Khajjiyar-Kalatop, India","[[[75.866914, 32.224945], [76.221181, 32.224945], [76.221181, 32.615055], [75.866914, 32.615055]]]",bhardwajweb_com,388,2435,5637,4878,88,chandigarh,Tue Apr 30 08:51:19 +0000 2019,
"Dear Mr. @rij79 , seen your hard work even though you were not familiar with Politics .. we have supported you through out the campaigns irrespective of the fact who will win the contest. You have already won many hearts #WinforRiju.. #Congress #Elections2019",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",aakashjhanjhari,585,31,961,321,0,"Mumbai, India",Tue Apr 30 08:39:52 +0000 2019,
"Before #Voting..
Just think logically !!
Forget about #BJP or #Congress party...
Who will represent india better, globally ?
Narendra Modi or Rahul Gandhi ??
And please vote logically not for personal profits 🙏🙏",IN,"Haryana, India","[[[74.474584, 27.650638], [77.605106, 27.650638], [77.605106, 30.926706], [74.474584, 30.926706]]]",VikramBannaSA,3444,299,7803,181,3,हिंदुस्तान ,Tue Apr 30 07:10:45 +0000 2019,
The #muslims of this country need to listen to this .. how the #CONgress has used them for votes for 60 years and not done anything for their betterment.. eye opener.. if not now then when.. https://t.co/Pg3qel5qQ1,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",infreakinsanity,4502,105,3035,129,0,"Mumbai, India",Tue Apr 30 06:51:15 +0000 2019,
"We voted #BJP over #Congress only because of the corruption factor.
Already there is a scarcity of jobs and here at #Assam we face scams like - 
First #PNRD_SCAM
Now #APDCL_SCAM
@PMOIndia @sarbanandsonwal @himantabiswa @AbvpGuwahati @RSSorg look into this matter seriously",IN,"Silchar, India","[[[92.419839, 24.37356], [93.26277, 24.37356], [93.26277, 25.142873], [92.419839, 25.142873]]]",Abhijit25892349,63,21,44,65,0,"Silchar, India",Tue Apr 30 06:35:18 +0000 2019,
"I am no fan of politics. I don't support #Congress and definitely not #BJP. But, I must say @RahulGandhi should get the credit of staying cool and focused on the election even when bjp is busy digging his ""gotra"", ""religion"", and now "" nationality"" #VoteForIndia #",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",hussainsadaf1,2514,1311,3481,342,18,New Delhi,Tue Apr 30 05:54:12 +0000 2019,
"Y'all gonna leave #Omar alone! Strong #Muslin woman. I like that! The rookie walked all up in #Congress like she is the Speaker of the House. Gangster Shit! I bet she has a sexy ass Crip Walk, too. Omar for president!!!!
https://t.co/oD2uXwp6Su #FoxNews",US,"Ozark, AL","[[[-85.700639, 31.377059], [-85.597458, 31.377059], [-85.597458, 31.476766], [-85.700639, 31.476766]]]",TheEricCarter,3086,369,17975,2470,16,"Alabama, United States",Tue Apr 30 03:01:22 +0000 2019,
Open Borders @RandPaul YOU FAILED To Support WE🇺🇸 Back🔪 @realDonaldTrump WE🇺🇸 NOT #Corrupt #Congress Anti🇺🇸 @FBI @NON @TheJusticeDept Elected 45th🇺🇸@POTUS SAVED🇺🇸🙏 #Saudi #Mexico #Islam NEVER EVER BE🇺🇸 WakeUP @ThomasPKennedy3 @KayHair1 @JohnLeksander @bobsacard @WitmerCarl https://t.co/3SGCuHiiTh,US,"Massachusetts, USA","[[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]]",PolsinelloV,2364,445,2416,901,0,"Massachusetts, USA",Mon Apr 29 22:28:28 +0000 2019,
"@RealSaavedra @BevComstock #ChinaJoe I listened a few minutes to @JoeBidenNews before I dozed off. I counted 12 ah,ah and Studdering. Not smart enough 2 attend speaking classes. Wait until China/Obuma/Biden corruption is exposed. #Congress gogitem.",US,"South Bradenton, FL","[[[-82.610511, 27.447594], [-82.546676, 27.447594], [-82.546676, 27.477354], [-82.610511, 27.477354]]]",BevComstock,6278,2043,18126,4554,26,TAMPA BAY FLORIDA,Mon Apr 29 22:20:36 +0000 2019,
"#Congress's concern for  #VoteForIndia , #Democracy or #Unity, is as genuine as Shabana Azmi's singing in the video. https://t.co/tvkRoioeK8",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",MadCapProf,4374,301,24125,184,4,"New Delhi, India",Mon Apr 29 21:38:22 +0000 2019,
"@RepSethMoulton @NewAmerica #FutureSecurityForum : I don’t agree with the President about the need for a #spaceforce, but I do think we need a #cyber force. The responsibility is with the #Congress #ArmedServicesCommittee.”",US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",schneidercp,1714,3702,13613,2196,132,Washington  DC,Mon Apr 29 21:13:55 +0000 2019,
"Spanish Socialist Party Wins Most Seats in Snap Elections

#politics #rightwing #leftwing #farright #liberal #antiimmigration #Spain #socialism #globalization #VOX #PP #PSOE #Podemos #Congress #PedroSanchez https://t.co/sHO0IafDt6 https://t.co/AnJNlBeuYR",CA,"Abbotsford, British Columbia","[[[-122.461455, 49.002189], [-122.072694, 49.002189], [-122.072694, 49.171804], [-122.461455, 49.171804]]]",GaryWmMyers,2568,5875,9890,6399,170,"Abbotsford, British Columbia",Mon Apr 29 20:48:16 +0000 2019,
@pbhushan1 Yes #congress should withdraw it’s candidature from #Varanasi to defeat #Modi @RahulGandhi @priyankagandhi @RajBabbarMP @JM_Scindia,GR,"Alexandroupoli, Greece","[[[25.6188954, 40.8317386], [26.0637476, 40.8317386], [26.0637476, 41.1105721], [25.6188954, 41.1105721]]]",VirendrasingR,18489,83,2319,146,0,"Alexandroupoli, Greece",Mon Apr 29 19:35:01 +0000 2019,
"@MotherJones Modern day #slavery brought to you by #GOP controlled states &amp; corporate greed.
I’m sure these corporations where also getting tax breaks for so called “partnership” with “non-profit” rehab program.
This is why we fight for Racial &amp; #SocialJustice.
#TxLege #Congress",US,"Austin, TX","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]",NoelCandelaria,8174,1472,5810,1902,54,"Texas, USA",Mon Apr 29 18:43:28 +0000 2019,
"Modern day #slavery brought to you by #GOP controlled states &amp; corporate greed.
I’m sure these corporations where also getting tax breaks for so called “partnership” with “non-profit” rehab program.
This is why we fight for Racial &amp; #SocialJustice.
#TxLege #Congress https://t.co/ZuVWGeXNiu",US,"Austin, TX","[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]",NoelCandelaria,8174,1472,5810,1902,54,"Texas, USA",Mon Apr 29 18:42:53 +0000 2019,
#CongInsultsAamAadmi I strongly believe that BJP has sent the Sidhu to #congress to finish it of. Like if you agree or retweet if you don't. https://t.co/7OT23DCBoX,IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",Nalamara,2749,644,26558,838,16,"Vijayawada, India",Mon Apr 29 17:52:17 +0000 2019,
"Former #Ambassador to #China and former #Senator from #Montana @MaxBaccus answered questions at #cappolicy19 about how health care in China differs from that in the US, and increased #CapitolHill #Congress partisanship related to passage of ACA [a.k.a. #Obamacare],etc. https://t.co/l6iEUHo6V4",US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",MikeDuganMD,448,311,274,475,6,Southern CA,Mon Apr 29 17:51:51 +0000 2019,
"@realDonaldTrump Let's us see from #Mueller #testimony before #congress shall we, #DerangedDonald ? #Barr is no longer highly respected Barr lost that when he stopped being A.G. and became @realDonaldTrump personal attorney and defender",US,"Tysons Corner, VA","[[[-77.265228, 38.898565], [-77.196534, 38.898565], [-77.196534, 38.934957], [-77.265228, 38.934957]]]",haldonahue,68111,12617,200340,12738,288,"Scranton, PA, USA",Mon Apr 29 17:43:35 +0000 2019,
"#AmericansForImpeachment #WeThePeople are asking our leaders in #Congress to stand by our #Constitution and #ImpeachTrump The #RuleOfLaw needs to stand and hold true for our country. We can not allow the corruption, obstruction and abuse of power to continue. @HouseDemocrats https://t.co/K4JkAgyu43",US,"Indiana, USA","[[[-88.097892, 37.771743], [-84.78458, 37.771743], [-84.78458, 41.761368], [-88.097892, 41.761368]]]",messerjs,1946,3723,18769,5001,30,Indiana,Mon Apr 29 16:48:07 +0000 2019,
A panel of key #House &amp; #Senate committee staff give insights on current energy issues in #Congress at the NWPPA/@NCPA_Alert Federal Policy Conference in #DC. @EnergyDems @EnergyGOP @NRDems @NatResources @EnergyCommerce #PublicPower #MorePowerfulTogether https://t.co/D0jbgxD1k2,US,"Washington, DC","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]",NWPPAssoc,1769,743,1231,325,29,"Vancouver, WA",Mon Apr 29 16:28:14 +0000 2019,
@sherryontopp and @RahulGandhi seem to have turned insane making a mockery of the poor people. Not one vote should go to #Congress.,IN,India,"[[[67.997691, 6.622513], [97.170672, 6.622513], [97.170672, 33.254896], [67.997691, 33.254896]]]",dppoddar,1358,7000,136800,1378,92,UNIVERSE,Mon Apr 29 16:23:15 +0000 2019,
"#congress insults poor. How about the wrong vote making your child a “Pappu”, just think.",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",ashokvkhanna,148,85,391,59,0,,Mon Apr 29 16:12:56 +0000 2019,
"Interesting: The real competition is now between #Congress &amp; #SP for second number position in #Varanasi
#LokSabhaElections2019 https://t.co/iHnMFoyPpA",IN,"Ahmadabad City, India","[[[72.4367386, 22.9232559], [72.7037246, 22.9232559], [72.7037246, 23.1046616], [72.4367386, 23.1046616]]]",DarshitJoshi_,7011,476,13597,143,17,"Bhanvad, DevBhumi Dwarka",Mon Apr 29 15:47:28 +0000 2019,
"Listen to #AjayRao #Congress leader contesting from #Varanasi opposite Sh. @narendramodi ji. 
#BharatKaGarvModi #BharatBoleNaMoNaMo https://t.co/iDf2YxYnvl",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",iabhishektyagi,15,1166,4671,148,18,India,Mon Apr 29 15:11:43 +0000 2019,
