tweet,country_code,geo_location,bounding_box,screen_name,favourites_count,followers_count,statuses_count,friends_count,listed_count,user_described_location,created_at,utc_offset
"Beware Before asking somebody to vote for Congress😂
#2019Elections #AbKiBaarModiSarkar #AayegaToModiHi #Haryana #BJP #Chowkidar @BJP4India https://t.co/pMiAYTP03z",IN,"Panchkula Sector 8, Panchkula","[[[76.838518, 30.696571], [76.850274, 30.696571], [76.850274, 30.70326], [76.838518, 30.70326]]]",imBhuppiSingh,70,27,37,31,1,"Chandigarh, India",Sat Apr 27 05:18:07 +0000 2019,
"#Bjp #NarendraModi
Me bhi Chuakidar hu......only Modi Ji
https://t.co/1woXTzBGPh",IN,"Pune, India","[[[73.8031065, 18.4571648], [73.9656571, 18.4571648], [73.9656571, 18.5843633], [73.8031065, 18.5843633]]]",Bhushan1800,15,7,19,87,0,"Pune, India",Sat Apr 27 05:11:04 +0000 2019,
@thewire_in Do you mean to say that the last five years under  #BJP  was  the period of most horrible indiffence to development ?,IN,"Bengaluru, India","[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]",ghoshkk,5664,166,3758,197,5,,Sat Apr 27 05:06:25 +0000 2019,
"GM!

There is NO CORRUPTION in @BJP4India.

Do u know how tough it's to govern an entire nation?

Congress butters up communal elements for votes. So, Congress cud not take a viable stand on national security in Kashmir.

Look at #BJP's reign!

Video: https://t.co/GbTKwFIYrI

Jay",IN,"Trivandrum, India","[[[76.7996471, 8.3860508], [77.0429796, 8.3860508], [77.0429796, 8.6724215], [76.7996471, 8.6724215]]]",jay2406,2307,198,20964,609,19,"Trivandrum, India 🇮🇳",Sat Apr 27 04:30:32 +0000 2019,
@myogioffice @myogiadityanath This would pressure #mayawati to ally with #BJP post-2019 #generalelections in case the saffron party falls short of no’s &amp; if #BSP has substantial quantity.,IN,"Noida, India","[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]",THE_BRAHMASTRA,28,44,462,128,0,India,Sat Apr 27 04:29:27 +0000 2019,
"Have seen UP #शिक्षामित्रs to campaign against BJP govt. Should be thrown out in next Yogi term. They don’t deserve to be paid any single penny.

#BJP @myogiadityanath",IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",sumit_pandey20,966,42,89,107,0,"Bengaluru, India",Sat Apr 27 04:28:51 +0000 2019,
"@PChidambaram_IN Demonetisation lifted #BJP office its MP'S and its workers.THe common people suffered a lot.
BJP had black money of 1000 which they easily converted into 2000. So corruption doubles.",,"Anantnag, Jammu And Kashmir","[[[74.7044366, 33.321178], [75.5997464, 33.321178], [75.5997464, 34.4090707], [74.7044366, 34.4090707]]]",BinAhanger,126,8,29,118,0,,Sat Apr 27 04:28:18 +0000 2019,
"Flop show of #Modi in Mumbai.  #Mumbaikars please do not forgive and forget the humiliation of our brave martyr #HemantKarkare by the #BJP and #ShivSena. 

It is a shame. https://t.co/fco1wraWej",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",JhaSanjay,21800,397467,59354,2970,966,Mumbai.India,Sat Apr 27 04:21:12 +0000 2019,
"What's Your Choice?
#Majboot Sarkar or #Majboor Sarkar
#Vote For #ShivSena #BJP #RPI
#LokSabhaElections2019 
@ShivSena @BJP4India https://t.co/Y65zrtaPv1",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",AmitBhadricha,33232,7190,59417,2809,64,"Mumbai, India",Sat Apr 27 04:21:11 +0000 2019,
@htTweets Vote for #BJP is to vote for  fraudsters,IN,"Bengaluru, India","[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]",ghoshkk,5664,166,3758,197,5,,Sat Apr 27 03:30:26 +0000 2019,
#firekbarmodisarkar #modihaitomumkinhai #maibhichaukidar what else ... it seems one picture has multiple nomenclature 😝 feeling nostalgic #2019Elections #BJP,IN,"Hyderabad, India","[[[78.3897718, 17.3013989], [78.5404168, 17.3013989], [78.5404168, 17.4759], [78.3897718, 17.4759]]]",priyanka3889,199,298,175,525,0,"Pune, India",Sat Apr 27 02:45:57 +0000 2019,
"@BJP4India Wah ji wah
In defending @PragyaThakurMP #BJP #StoopedSoLow dat it looses its #Moral
How much #FakeGame #BJP cn play 4 Contesting an #IncapablePerson
A #WrongDecision of Urs gonna always b a #WrongDecision how hard U try 2 defend it
#WrongCanBeMadeRightOnlyAfterTakingOffHerTicket",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Sat Apr 27 02:42:33 +0000 2019,
"https://t.co/MZVrgBxPad

This is something which Mr U - TURN is promoting in Delhi. Think Wisely and vote for your betterment

#inspiration #politics #aap #kejriwal #bjp #congress #narendramodi #rahulgandhi #yogi #jammu #delhi #elections #voting #news #electionnews #aajtak #zee",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",ishantnayyar,20,233,481,10,7,"Milan, Lombardy",Sat Apr 27 02:19:03 +0000 2019,
"How many people think that if Congress comes to power, there will be an imbalance in the whole country? #Election2019 #VoteForIndia #bjp #congress #DeshModiKeSaath",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",Dr16824236,92,4,140,3,0,"Mumbai, India",Fri Apr 26 21:23:31 +0000 2019,
"@BJP4India @INCIndia
@samajwadiparty
@AITCofficial
@AamAadmiParty
@MamataOfficial
@cpimspeak

To know d reality of Cleanliness of #Ganga watch Yesterdays debate on @TV9Bharatvarsh

What #PeopleOfVaranasi 4m #AssiGhat says bout #Ganga

#BJP 2 claim #CleanlinessofGanga,a #Jumla or a #Reality",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Fri Apr 26 20:16:24 +0000 2019,
"@AITCofficial @MamataOfficial What is Worship as per @BJP4India that #BJP must narrate to people as in #Bengal all the religious freely whorship whom they believes
@BJP4Bengal trying to make thr stake in #Bengal by creating Communal disturbance in which they hv done Masters But #BJP wont succeed in #Bengal",IN,"Puruliya, India","[[[85.832496, 22.704751], [86.899489, 22.704751], [86.899489, 23.699147], [85.832496, 23.699147]]]",bikash_khaitan,1545,8,431,44,0,"Puruliya, India",Fri Apr 26 19:17:19 +0000 2019,
"#BJP is carrying out the world’s biggest political campaign at the expense of public fund, just to promote an individual. It should be a #GuinnessRecord how the public money is being used for political gain in a developing country. #DeshModiKeSaath #JagoIndiaJago",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",suhailshkh05,6,3,119,9,0,"Mumbai, India",Fri Apr 26 18:31:36 +0000 2019,
"Hon' Prime Minister Shri. @narendramodi ji, @ShivSena President Shri. @uddhavthackeray ji and Hon' Chief Minister Shri. @Dev_Fadnavis ji addressed the rally for all Lok Sabha election's #Shivsena-#BJP-#RPI alliance candidates in BKC, Mumbai today.
#mumbai @AUThackeray @AGSawant https://t.co/tBHmizvBSX",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",ronak_bairai,2108,72,564,98,1,"Marine Lines, Mumbai",Fri Apr 26 18:18:16 +0000 2019,
"@itsmkyadav @BlackKn59506535 @Ash_LoneHunter @ManojM66 @sibtehasan20 @SatanicJumlas @sanjayuvacha @AvijitSinha5 @aayeff1 @deepanjan_dr @DickDarryl @KPadmaRani1 @chhotubharati @anup071254 @shivendushekhar @yusufiosys @AjuMaaza @priyapyadav18 @maqbool_sm @kirti_sd @Subytweets @m_ishaque3 @Nir0909 @nileshg6838 @NembuKol @TumhariN @foroneindia @rajeshwarbal1 @VazeIndian @ShamilManzor @twilightfairy @INCTharoorian @RanjitOne @watdehel @joBeeGeorgeous @Shudraism @scrapravi @Bachhawat1957 @EmpoweringGoa @Samyuktha1908 @scroll_in @Tapan_999 @amitbehere @tarun_k_trivedi @chakrab72364664 @S_k_chaudhary @Avixavarian5 @ronaldrajanna Now some humor before #GoodNight 

#PictureOfTheDay #BJP #Bengal Prez posted this pic as per him this is how BJP candidate of Ranaghat going to file nomination.
Look at the bonnet of SUV 😂

রানাঘাট এর বিজেপি প্রার্থী 😂
দিলীপ ঘোষ নিজেই পোস্ট করেছেন।
@TMC_Supporters @FAM4TMC https://t.co/bzmEuFKjCj",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 18:15:47 +0000 2019,
"After #HansRajHans and actor #SunnyDeol, #Punjabi singer #DalerMehndi on Friday joined the #BharatiyaJanataParty (#BJP), adding more star power to the ruling party in #LokSabhaElections2019 season. ⚡️#ElectionsWithBN | RT@BengalNewzLife @BengalNewz",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",BengalNewzIndia,10859,2275,18303,15,21,Kolkata and New Delhi,Fri Apr 26 17:49:38 +0000 2019,
"#Nashik was offered a buffet for sure. Every issue that hit the #BJP government in the last five years was brought up - demonetisation, beef ban, farm crises, dalit unrest and heavy doses of jaati-वाद #RajThackeray",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",tanushreevenkat,2540,2909,8510,355,55,"Mumbai, India",Fri Apr 26 17:44:08 +0000 2019,
"@KailashOnline @MamataOfficial FYI plz:
In #YogiAdityanath 's #UttarPradesh (UP) #BJP leaders including relative of Center Home Minister Sri #RajnathSingh are involved in gang #Rape + #Murder &amp; #UPPolice is not even taking #FIR from victim's family.
#LoksabhaElections2019
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 17:03:42 +0000 2019,
"@BJP4India FYI plz:
In #YogiAdityanath 's #UttarPradesh (UP) #BJP leaders including relative of Center Home Minister Sri #RajnathSingh are involved in gang #Rape + #Murder &amp; #UPPolice is not even taking #FIR from victim's family.
#LoksabhaElections2019
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 17:03:21 +0000 2019,
"@watdehel @Ash_LoneHunter @BlackKn59506535 @sibtehasan20 @itsmkyadav @SatanicJumlas @sanjayuvacha @AvijitSinha5 @aayeff1 @deepanjan_dr @DickDarryl @KPadmaRani1 @chhotubharati @anup071254 @shivendushekhar @yusufiosys @AjuMaaza @priyapyadav18 @maqbool_sm @kirti_sd @Subytweets @m_ishaque3 @Nir0909 @nileshg6838 @NembuKol @TumhariN @foroneindia @ManojM66 @rajeshwarbal1 @VazeIndian @ShamilManzor @twilightfairy @INCTharoorian @RanjitOne @joBeeGeorgeous @Shudraism @scrapravi @Bachhawat1957 @EmpoweringGoa @Samyuktha1908 @scroll_in @Tapan_999 @amitbehere @tarun_k_trivedi @chakrab72364664 @S_k_chaudhary @Avixavarian5 @ronaldrajanna @TimesNow @narendramodi FYI plz:
In #YogiAdityanath 's #UttarPradesh (UP) #BJP leaders including relative of Center Home Minister Sri #RajnathSingh are involved in gang #Rape + #Murder &amp; #UPPolice is not even taking #FIR from victim's family.
#LoksabhaElections2019
Link: https://t.co/NeAd31F7ZJ",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 17:00:47 +0000 2019,
"@ManojM66 @BlackKn59506535 @Ash_LoneHunter @SatanicJumlas @itsmkyadav @sanjayuvacha @AvijitSinha5 @aayeff1 @deepanjan_dr @DickDarryl @KPadmaRani1 @chhotubharati @anup071254 @shivendushekhar @yusufiosys @AjuMaaza @priyapyadav18 @maqbool_sm @kirti_sd @Subytweets @m_ishaque3 @Nir0909 @nileshg6838 @NembuKol @TumhariN @foroneindia @rajeshwarbal1 @VazeIndian @ShamilManzor @twilightfairy @INCTharoorian @RanjitOne @watdehel @joBeeGeorgeous @Shudraism @scrapravi @Bachhawat1957 @EmpoweringGoa @sibtehasan20 @Samyuktha1908 @scroll_in @Tapan_999 @amitbehere @tarun_k_trivedi @chakrab72364664 @S_k_chaudhary @Avixavarian5 @ronaldrajanna @TimesNow @IndiaToday #Vulgarism is an integral part of #BJP.
#ShameOnBJP
Kitne Tejwashi log hai BJP me. #DNAofBJP is so ugly.
#YouTube link:
https://t.co/41xrt0nOmq",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 16:45:44 +0000 2019,
"@abhishekaitc @MamataOfficial #VoteForAITC #VoteForIndia 
If you r really patriot then never vote for #BJP 
See the attached tweet ⬇️
https://t.co/dum9Mc3BZR",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 16:15:37 +0000 2019,
@sumanthraman Nothing new. It's a way to entice voters and fraud them. One of the best admissions of #BJP,IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",MyOrangeBike,1460,37,2054,148,1,Bangalore ,Fri Apr 26 15:51:08 +0000 2019,
"#BJP &amp; #ShivSena has done alliance openly,  not secretly,  says @uddhavthackeray #Mumbai in presence of @narendramodi @DeccanHerald #LokSabhaElections2019",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2197,5708,2938,9,"Mumbai,  India",Fri Apr 26 15:30:27 +0000 2019,
"The discussion by surveys and panels is whether #BJP will cross the 2014 figure,  says PM @narendramodi #Mumbai #LokSabhaElections2019 @DeccanHerald",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2197,5708,2938,9,"Mumbai,  India",Fri Apr 26 15:21:00 +0000 2019,
"#BJP will form the next government with #NDA partners,  says PM @narendramodi #Mumbai @DeccanHerald",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",mrityunjaybose,81,2197,5708,2938,9,"Mumbai,  India",Fri Apr 26 15:17:00 +0000 2019,
#ElectionCommission bars #BJP #WestBengal #Nadia Dist pres Mahadev Sarkar frm campaigning for 48 hrs. He ws found guilty of violatng #ModelCodeOfConduct. While campaigning in #KrishnaNagar he had made statement on personal life of #TMC leader Mahua Moitra. #LokSabhaElections2019 https://t.co/fmEje4CDvn,IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",anupamjourno,3605,252,4047,2052,4,"New Delhi, India",Fri Apr 26 15:15:50 +0000 2019,
#DeshModiKeSaath #PMModi Ji's campaign across #India is giving sleepless nights to opposition parties as always. #BJP has vision for our motherland as mentioned in #sankalppatra whereas others parties have only one agenda i.e. to remove modi ji. #VoteForIndia #VoteKar,IN,"Indore, India","[[[75.690789, 22.525584], [76.245579, 22.525584], [76.245579, 22.817381], [75.690789, 22.817381]]]",ankithardiya21,28082,388,6333,979,86,"Indore, India.",Fri Apr 26 14:59:33 +0000 2019,
"@Dr_Uditraj Mr Udit Raj Ji, I would have loved to see your comments if you would have got #BJP ticket , you know street dogs aka sadak ke kutte have more loyalty than you and perhaps this is the reason #BJP dumped थाली का बैंगन like you !!! and I meant this in every way possible",IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",vishalsinghjain,8467,443,11714,255,9,Lutyens’ New Delhi,Fri Apr 26 14:52:34 +0000 2019,
"The Three Musketeers 
 “All for one and one for all.”
To uplift the #Bharathmatha of her dignity &amp; strength
#ModiWave #ModiInVaranasi #NaMoAgain #Elections2019 
#Varanasi #ModiOnAajTak 
#BJP #AmitShah #Yogi https://t.co/DbsnwWmWfF",IN,"Udupi, India","[[[74.667323, 13.086056], [74.958151, 13.086056], [74.958151, 13.568175], [74.667323, 13.568175]]]",RamanaSuresh,241325,5563,32816,1440,21,Yalahanka Bengaluru ,Fri Apr 26 14:09:35 +0000 2019,
What will he think about #BJP / #MODI’s marketing team then? https://t.co/qe3NVMdnuf,IN,"Durg, India","[[[81.236369, 21.142407], [81.31353, 21.142407], [81.31353, 21.25502], [81.236369, 21.25502]]]",RsagsbbsyJain,1270,32,247,52,0,"Durg, India",Fri Apr 26 12:24:30 +0000 2019,
#BJP is becoming a Bollywood Janta Party. #JustSaying #Elections2019 #LokSabhaElections2019,IN,"Bengaluru, India","[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]",kediashruti,1323,806,2341,431,14,"Bengaluru, India",Fri Apr 26 12:09:10 +0000 2019,
"@MamataOfficial Total BJP is abusive.
Abuses and personal attacks are main characters of BJP leaders and workers.
#Shameless #BJP 
#BJP_भगाओ_देश_बचाओ 
#VoteForAITC",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 12:02:50 +0000 2019,
"After Uncle ManiSA 
This man is really a #ModiMan
#BharatBoleNaMoNaMo 
#AbHogaNYAY 
#BJP 
#BharatMangeModiDobara https://t.co/UwmNir05Yu",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",Ajoykush1,5496,598,30664,488,29,Delhi,Fri Apr 26 11:59:26 +0000 2019,
This is the first qualification to become.  #Chowkidwar ! Good going .... #BJP https://t.co/6lslT0p9Fc,IN,"Jalandhar, India","[[[75.441473, 31.206242], [75.822406, 31.206242], [75.822406, 31.61479], [75.441473, 31.61479]]]",satbirbhatia55,192,694,18090,633,9,"Jalandhar,India",Fri Apr 26 11:42:39 +0000 2019,
Congress did not  field its strong candidate #PriyankaGandhi  against  #narendermodi keeping tradition of party.  After #BJP loosing #LokSabhaElections2019 there should be some good speaker in Lok Sabha,IN,"Faridabad, India","[[[77.149786, 28.156842], [77.551977, 28.156842], [77.551977, 28.505585], [77.149786, 28.505585]]]",KhoranaR,4541,53,11036,140,7,,Fri Apr 26 11:14:40 +0000 2019,
"Rahul Gandhi in short: For 3652 days we looted India, but Ya Allah, communal #BJP &amp; @narendramodi didn't fix in 365 days. #DeshModiKeSaath",IN,"New Delhi, India","[[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]",infoamit,1707,390,7588,171,21,India,Fri Apr 26 11:01:19 +0000 2019,
"1.4 lakh litres or water to clean roads ahead of #Modi's #Varanasi visit. 
To cleanse Varanasi from the dirt of 5 years of BJP rule? Or to present a cleaner Varanasi to the rest of the country? 
#cleanwater #bjp https://t.co/Dfw7uqIZPx",IN,"Kerala, India","[[[74.860575, 8.291304], [77.412687, 8.291304], [77.412687, 12.79508], [74.860575, 12.79508]]]",jimypothen,2860,230,2015,555,10,India,Fri Apr 26 10:34:25 +0000 2019,
"Here are two pics attached, which will give you a clue for most lovable #PoliticalParties 
wat I loved is #BJP's #twiiter username @BJP4India
You understood right? 
#DeshModiKeSaath @narendramodi https://t.co/akV3J99GMQ",IN,"Noida, India","[[[77.302126, 28.443981], [77.695326, 28.443981], [77.695326, 28.647131], [77.302126, 28.647131]]]",himanshu00123,204,1516,306,11,1,India,Fri Apr 26 10:00:25 +0000 2019,
@INCKarnataka @dineshgrao @KPCCPresident @IYCKarnataka @NSUIKarnataka @KarnatakaPMC @annatarajgowda Great.. #MLCvijayaingh ji great leader from #Bidar . Your hard work &amp; dedication will surely remove #BJP &amp; bring back #Congress again here. Jai ho 👏🙏 @RahulGandhi @siddaramaiah @dineshgrao @RGPRSinc,IN,"Bidar, India","[[[77.2885265, 17.6834114], [77.6572817, 17.6834114], [77.6572817, 18.0823471], [77.2885265, 18.0823471]]]",INCBidarCong,2603,739,2179,3890,2,"Bidar, India",Fri Apr 26 09:16:30 +0000 2019,
"Who else would join #BJP 

Daler Mehendi

#JaayegaTohModiHi https://t.co/A7VgVFjtyW",IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",anindita_guha,81109,12105,105231,2004,84,Everywhere At Once ,Fri Apr 26 08:49:37 +0000 2019,
Constituency of our #PM Ji should be recorded very special. Crowd during the rally should not be claimed as success as it is easy to purchase crowd. Main credit and respect to PM that 100% vote. We need our PM in Parliament with Big Band.  #KashiBoleNaMoNaMo #varanasi #bjp,IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",suhailshkh05,6,3,119,9,0,"Mumbai, India",Fri Apr 26 08:45:55 +0000 2019,
"Anymore #HasBeens #WannaBes #NeverGonnaBes left?

Daler Mehendi joins #BJP 

#JaayegaTohModiHi",IN,"Gurgaon, India","[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]",anindita_guha,81109,12105,105231,2004,84,Everywhere At Once ,Fri Apr 26 08:42:13 +0000 2019,
"@fellowpuneet Pl read various International news papers.Twitter is not d forum for detailed discussions of such imp matters.#Lynchings,No #BJP ticket to any #Muslin in #UP2017Election etc is d most brazen way if scaring &amp; isolating that community. Like what was done to #KashmiriPandits in 80's",IN,"Mohali, India","[[[76.515454, 30.569094], [76.860158, 30.569094], [76.860158, 30.938966], [76.515454, 30.938966]]]",cmkahlon,19948,226,4126,185,1,"Chandigarh, India",Fri Apr 26 08:21:34 +0000 2019,
"#endgame of @INCIndia is close.  To see what happens, Google search ""thanos"" and click on the golden ✋ that shows up in the result.  You will see what happens.

@BJP4India #BJP #BJP4India #AayegaTohModiHi #JaayegatohModiHi https://t.co/nfgfSF1eOH",IN,"Bengaluru, India","[[[77.373474, 12.919037], [77.739371, 12.919037], [77.739371, 13.231381], [77.373474, 13.231381]]]",NGR_blr,91,2,609,16,0,India,Fri Apr 26 07:50:58 +0000 2019,
"गुजरात की 26 में से 6 सीट जा सकती हैं कांग्रेस के खाते में https://t.co/M04syxo3bG
If #Gujarat will vote against #BJP at least in 6 constituencies, that will be great victory for #India.",IN,"Coimbatore, India","[[[76.657719, 10.80795], [77.100465, 10.80795], [77.100465, 11.237298], [76.657719, 11.237298]]]",Sjayaraj1999,5,7,1723,8,0,"Coimbatore, India",Fri Apr 26 07:44:38 +0000 2019,
"#Maoists on Friday blew up a #BharatiyaJanataParty (#BJP) election office in #Jharkhand's #Palamau district, @JharkhandPolice said in capital #Ranchi. | @BJP4Jharkhand RT@BengalNewzHindi @BengalNewz",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",BengalNewzIndia,10859,2275,18303,15,21,Kolkata and New Delhi,Fri Apr 26 07:40:11 +0000 2019,
"No matter who joins or not for @RajThackeray 's Buffet today, everyone will have to taste the dishes (evidences)  whether they like it or not!
#RajThackeray #NarendraModi #BJP  #भाजपा #भाजप #Politicians #Politics #IndianPolitics #India #Elections2019",IN,"Pune, India","[[[73.8031065, 18.4571648], [73.9656571, 18.4571648], [73.9656571, 18.5843633], [73.8031065, 18.5843633]]]",thefinalmiracle,273,1030,3413,108,20,"Pune, India",Fri Apr 26 07:16:12 +0000 2019,
"@yograj_219 @ZeeNewsHindi @narendramodi @lalafekubaba @bhaskarsen11 @debdattatwit @TmcTapas @Santanu83034089 @LahiriSupratim @suparnomoitra @anup071254 @soumyadip6 Now look at this.
#Vulgarism is an integral part of #BJP.
#ShameOnBJP
Kitne Tejwashi log hai BJP me. #DNAofBJP is so ugly.

Will #godimedia show this?

@ZeeNewsHindi @republic
@TimesNow do you have guts to show it?

@mcavoyed2 @CyclicSoul
#YouTube link:
https://t.co/41xrt0nOmq",IN,"Kolkata, India","[[[88.094457, 22.269493], [88.610027, 22.269493], [88.610027, 22.955918], [88.094457, 22.955918]]]",KOLLEO,25387,2955,28445,729,25,"Kolkata,India.",Fri Apr 26 06:10:49 +0000 2019,
"On the banks of the Ganga, prayed for India’s peace and prosperity.
Glimpses from the magnificent Ganga Aarti in Kashi
.@narendramodi .

#narendramodi #amitshah #bjp #bjpindia #maishajodha 
@amitshahofficial @abhijatmishr @ashoksainibhadra @madhusharmabjp @manishajodha.official https://t.co/g7WAZwC3L2",IN,"Jodhpur, India","[[[72.6100969, 25.8528564], [73.4524747, 25.8528564], [73.4524747, 26.4943697], [72.6100969, 26.4943697]]]",BhuviBARU1_13_7,1,173,47,853,0,"Jodhpur, India",Fri Apr 26 05:30:30 +0000 2019,
"@RahulGandhi @INCIndia Dear Rahul, Your flight has had engine trouble since a long time. May be it's a sign. Hope u take cognizance of it. 

#DeshModiKeSaath #BJPForIndia #BJP #PhirEkBaarModiSarkar #PhirEkBaarModiAnurag #ModiWave #ModiInVaranasi #modiInKashi #LokSabhaElections2019 #NamoAgain2019 #Modi",IN,"Mumbai, India","[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]",ManthanUnadkat,1796,98,4482,455,11,"Mumbai, India",Fri Apr 26 05:16:18 +0000 2019,
"@kashikirai @INCIndia Active campaign shuru ho!
Aaj #BJP nomination par aapki chaap dikhey",IN,"Madhya Pradesh, India","[[[74.030686, 21.073255], [82.809772, 21.073255], [82.809772, 26.868535], [74.030686, 26.868535]]]",drnitinchaube,2768,210,7353,285,0,"Singrauli, MP, India",Fri Apr 26 03:11:37 +0000 2019,
"@ndtv @ndtvindia @PrannoyRoyNDTV is anti #Modi #BJP , if not anti India 
#ModiInVaranasi 
#ModiWave 
#Modi &amp; #BJP to sweep this election 
Opposition parties don't cry #EVM",IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",IMSHREESHAIL,23022,164,9360,482,6,"Koramangala, Bengaluru South",Fri Apr 26 03:00:15 +0000 2019,
"@Ra_Bies What the hell !
Modi will win not only #varanasi but 300 plus seats across India, #BJP will emerge as true national party winning seats from all seats 
Mark my words , it is #Modi everywhere @ndtv @chowki",IN,"Bengaluru South, India","[[[77.3305776, 12.731936], [77.7863188, 12.731936], [77.7863188, 13.1142933], [77.3305776, 13.1142933]]]",IMSHREESHAIL,23022,164,9360,482,6,"Koramangala, Bengaluru South",Fri Apr 26 02:46:36 +0000 2019,
